Profile,ConnectionStartDateTime,ChargingEndDateTime,Power,Energy,ConnectionHours,ChargingHours
Shortstay,2020-02-15T09:00:00Z,2020-02-15T09:56:00Z,7.3,6.869188900785801,3,0.9409847809295618
Shortstay,2020-02-15T11:00:00Z,2020-02-15T11:24:00Z,11,4.579864430489755,3,0.41635131186270496
Shortstay,2020-02-15T10:00:00Z,2020-02-15T10:16:00Z,22,5.960198110704483,2,0.2709180959411129
Shortstay,2020-02-15T10:00:00Z,2020-02-15T10:28:00Z,11,5.220818822323882,2,0.47461989293853474
Shortstay,2020-02-15T10:00:00Z,2020-02-15T10:30:00Z,3.7,1.8658762154480115,2,0.5042908690400031
Shortstay,2020-02-15T10:00:00Z,2020-02-15T11:08:00Z,3.7,4.195604386274312,2,1.1339471314254899
Shortstay,2020-02-15T10:00:00Z,2020-02-15T11:02:00Z,3.7,3.8420640034568168,2,1.0383956766099505
Shortstay,2020-02-15T09:00:00Z,2020-02-15T10:11:00Z,11,13.18955671032153,2,1.19905061002923
Shortstay,2020-02-15T10:00:00Z,2020-02-15T12:40:00Z,3.7,9.868256341737412,2,2.667096308577679
Shortstay,2020-02-15T09:00:00Z,2020-02-15T10:24:00Z,22,31.116793105004657,2,1.4143996865911208
Shortstay,2020-02-15T11:00:00Z,2020-02-15T14:47:00Z,3.7,14.017748537182428,2,3.7885806857249804
Shortstay,2020-02-15T08:00:00Z,2020-02-15T10:06:00Z,11,23.15685038637319,2,2.1051682169430173
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:01:00Z,7.3,0.2284300106327256,2,0.03129178227845556
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:17:00Z,3.7,1.0540289104443505,2,0.2848726784984731
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:09:00Z,3.7,0.5976187062757224,2,0.16151856926370875
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:10:00Z,3.7,0.6308637325525539,2,0.17050371150069024
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:35:00Z,3.7,2.198409511028645,3,0.5941647327104446
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:40:00Z,3.7,2.47848765099174,2,0.6698615272950649
Shortstay,2020-02-16T12:00:00Z,2020-02-16T12:35:00Z,3.7,2.191160207971024,2,0.5922054616137903
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:23:00Z,7.3,2.8501201307386177,2,0.39042741516967366
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:15:00Z,11,2.8147331565748277,2,0.25588483241589344
Shortstay,2020-02-16T06:00:00Z,2020-02-16T06:14:00Z,7.3,1.7269123271551265,3,0.23656333248700365
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:49:00Z,3.7,3.07317363085338,2,0.8305874677982108
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:08:00Z,22,3.0109202799762196,2,0.1368600127261918
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:11:00Z,11,2.0757110151101195,2,0.18870100137364723
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:24:00Z,7.3,3,2,0.4109589041095891
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:22:00Z,7.3,2.7355371336185272,2,0.3747311141943188
Shortstay,2020-02-16T08:00:00Z,2020-02-16T09:06:00Z,3.7,4.110863838640724,3,1.111044280713709
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:14:00Z,11,2.7195489678985627,2,0.2472317243544148
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:43:00Z,3.7,2.6612420106380172,2,0.7192545974697343
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:37:00Z,3.7,2.316558240284612,2,0.6260968216985437
Shortstay,2020-02-16T10:00:00Z,2020-02-16T11:23:00Z,3.7,5.119540428642563,2,1.3836595753088008
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:13:00Z,11,2.5190012308116225,3,0.22900011189196567
Shortstay,2020-02-16T12:00:00Z,2020-02-16T12:28:00Z,7.3,3.45693047094879,2,0.47355211930805347
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:42:00Z,3.7,2.615306815752442,2,0.7068396799330924
Shortstay,2020-02-16T08:00:00Z,2020-02-16T09:31:00Z,3.7,5.62590510590632,2,1.5205148934881945
Shortstay,2020-02-16T08:00:00Z,2020-02-16T08:25:00Z,11,4.710792374375541,2,0.42825385221595824
Shortstay,2020-02-16T11:00:00Z,2020-02-16T12:55:00Z,3.7,7.121582857002206,2,1.9247521235141096
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:51:00Z,11,9.532555048255073,2,0.8665959134777339
Shortstay,2020-02-16T09:00:00Z,2020-02-16T10:34:00Z,3.7,5.824491930840088,3,1.5741870083351588
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:24:00Z,7.3,2.9756569090448823,3,0.40762423411573734
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:53:00Z,3.7,3.2736645746625594,3,0.8847742093682592
Shortstay,2020-02-16T08:00:00Z,2020-02-16T09:28:00Z,3.7,5.468264624173896,2,1.4779093578848368
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:23:00Z,7.3,2.7986777567705037,2,0.3833805146260964
Shortstay,2020-02-16T09:00:00Z,2020-02-16T10:25:00Z,3.7,5.2494292397213185,3,1.41876465938414
Shortstay,2020-02-16T10:00:00Z,2020-02-16T11:24:00Z,3.7,5.195663761704633,2,1.4042334491093602
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:24:00Z,7.3,3.0109045999592094,2,0.41245268492591913
Shortstay,2020-02-16T10:00:00Z,2020-02-16T10:16:00Z,11,3.018707022260517,2,0.27442791111459247
Shortstay,2020-02-16T11:00:00Z,2020-02-16T11:37:00Z,3.7,2.334536282267835,2,0.6309557519642797
Shortstay,2020-02-16T09:00:00Z,2020-02-16T09:26:00Z,11,4.855028012449448,2,0.4413661829499498
Shortstay,2020-02-16T08:00:00Z,2020-02-16T08:47:00Z,3.7,2.9121389485559632,2,0.7870645806908009
Shortstay,2020-02-16T10:00:00Z,2020-02-16T11:32:00Z,11,16.949020079947683,2,1.5408200072679712
Shortstay,2020-02-16T10:00:00Z,2020-02-16T14:56:00Z,3.7,18.25928690854973,2,4.934942407716143
Shortstay,2020-02-16T09:00:00Z,2020-02-16T10:29:00Z,7.3,10.876595858405283,2,1.48994463813771
Shortstay,2020-02-16T10:00:00Z,2020-02-16T16:28:00Z,7.3,47.23286843038353,2,6.4702559493676075
Shortstay,2020-02-16T09:00:00Z,2020-02-16T11:22:00Z,11,26.129276066342435,2,2.3753887333038577
Shortstay,2020-02-21T11:00:00Z,2020-02-21T15:49:00Z,3.7,17.859491335616255,2,4.826889550166555
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:04:00Z,3.7,0.26033125591997885,2,0.07035979889729158
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:19:00Z,3.7,1.2233851583329527,2,0.3306446373872845
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:04:00Z,11,0.8423076827053172,3,0.07657342570048338
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:06:00Z,7.3,0.7874144705496812,2,0.10786499596570975
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:10:00Z,3.7,0.6742416928127575,2,0.1822274845439885
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:19:00Z,3.7,1.2147381788499991,2,0.32830761590540514
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:09:00Z,7.3,1.107796668887352,2,0.15175296834073315
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:13:00Z,11,2.4078951799520416,2,0.21889956181382197
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:24:00Z,3.7,1.5001664011998437,2,0.40545037870266043
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:11:00Z,11,2.032117990175951,2,0.18473799910690464
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:38:00Z,3.7,2.379571678518668,2,0.643127480680721
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:25:00Z,3.7,1.5481692489858725,2,0.4184241213475331
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:04:00Z,11,0.8413799511992468,2,0.0764890864726588
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:18:00Z,7.3,2.263915248778995,3,0.31012537654506783
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:27:00Z,7.3,3.350442450375099,2,0.45896471922946563
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:12:00Z,3.7,0.7628034070339984,2,0.2061630829821617
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:15:00Z,11,2.833487799977944,2,0.2575897999979949
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:24:00Z,3.7,1.5118686337335756,2,0.4086131442523177
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:12:00Z,7.3,1.543790243404973,2,0.21147811553492782
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:34:00Z,7.3,4.194322823556624,2,0.5745647703502226
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:16:00Z,11,3,2,0.2727272727272727
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:42:00Z,7.3,5.1145475822975435,2,0.7006229564791155
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:30:00Z,11,5.5480174910908415,2,0.5043652264628038
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:26:00Z,7.3,3.274780099317242,2,0.4486000136051016
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:55:00Z,3.7,3.447945204996246,3,0.9318770824314178
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:25:00Z,3.7,1.5657265568778387,2,0.4231693396967131
Shortstay,2020-02-22T10:00:00Z,2020-02-22T11:22:00Z,3.7,5.11804681767942,2,1.3832558966701134
Shortstay,2020-02-22T08:00:00Z,2020-02-22T08:38:00Z,3.7,2.3743964608206842,2,0.6417287731947795
Shortstay,2020-02-22T10:00:00Z,2020-02-22T11:46:00Z,3.7,6.559482050463812,2,1.7728329866118409
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:07:00Z,3.7,0.4335418246485494,2,0.11717346612122956
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:16:00Z,11,3.0877361066590265,3,0.28070328242354786
Shortstay,2020-02-22T10:00:00Z,2020-02-22T12:31:00Z,3.7,9.356765934438542,2,2.5288556579563624
Shortstay,2020-02-22T07:00:00Z,2020-02-22T07:37:00Z,7.3,4.507626638396561,2,0.6174831011502138
Shortstay,2020-02-22T11:00:00Z,2020-02-22T11:43:00Z,7.3,5.352536927885452,2,0.7332242366966373
Shortstay,2020-02-22T08:00:00Z,2020-02-22T09:01:00Z,3.7,3.783448789838215,2,1.0225537269833014
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:27:00Z,11,5.076723269317871,2,0.4615202972107156
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:43:00Z,7.3,5.271679263558506,2,0.7221478443230831
Shortstay,2020-02-22T08:00:00Z,2020-02-22T09:05:00Z,3.7,4.0521755368487415,2,1.0951825775266868
Shortstay,2020-02-22T07:00:00Z,2020-02-22T08:30:00Z,3.7,5.611615514472422,2,1.516652841749303
Shortstay,2020-02-22T09:00:00Z,2020-02-22T09:51:00Z,3.7,3.2028894862081136,2,0.8656458070832739
Shortstay,2020-02-22T11:00:00Z,2020-02-22T14:05:00Z,3.7,11.457874406051907,2,3.0967228124464614
Shortstay,2020-02-22T10:00:00Z,2020-02-22T14:16:00Z,3.7,15.844422560732884,2,4.282276367765644
Shortstay,2020-02-22T13:00:00Z,2020-02-22T13:46:00Z,11,8.581826075034645,2,0.7801660068213313
Shortstay,2020-02-22T09:00:00Z,2020-02-22T13:13:00Z,3.7,15.61986801560124,2,4.221585950162497
Shortstay,2020-02-22T11:00:00Z,2020-02-22T12:17:00Z,11,14.295654734010126,2,1.2996049758191024
Shortstay,2020-02-22T10:00:00Z,2020-02-22T10:37:00Z,11,6.931235594281073,3,0.6301123267528248
Shortstay,2020-02-22T08:00:00Z,2020-02-22T09:06:00Z,11,12.100983653915595,2,1.1000894230832359
Shortstay,2020-02-22T09:00:00Z,2020-02-22T11:14:00Z,7.3,16.316244240504606,2,2.2351019507540557
Shortstay,2020-02-23T12:00:00Z,2020-02-23T12:01:00Z,3.7,0.09402966803528884,2,0.025413423793321305
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:02:00Z,3.7,0.16621739902907062,2,0.04492362135920827
Shortstay,2020-02-23T12:00:00Z,2020-02-23T12:15:00Z,3.7,0.9681911584890832,2,0.26167328607813056
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:06:00Z,11,1.1626250608503075,2,0.10569318735002796
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:07:00Z,11,1.3746054320805217,2,0.12496413018913834
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:05:00Z,7.3,0.7110729292885578,3,0.09740725058747368
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:45:00Z,3.7,2.7821442200888886,2,0.7519308702942942
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:03:00Z,3.7,0.21053385824763193,2,0.05690104276963025
Shortstay,2020-02-23T08:00:00Z,2020-02-23T08:06:00Z,11,1.198897311718971,2,0.10899066470172464
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:14:00Z,11,2.6609900859920375,3,0.24190818963563976
Shortstay,2020-02-23T13:00:00Z,2020-02-23T13:21:00Z,3.7,1.3052703131064463,2,0.3527757602990395
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:13:00Z,11,2.5517138503585173,2,0.23197398639622885
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:45:00Z,3.7,2.8356407940652204,2,0.7663894038014109
Shortstay,2020-02-23T06:00:00Z,2020-02-23T07:27:00Z,3.7,5.410364976795508,3,1.4622608045393264
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:46:00Z,11,8.46975330679276,2,0.7699775733447964
Shortstay,2020-02-23T10:00:00Z,2020-02-23T11:39:00Z,3.7,6.136782005744425,2,1.6585897312822768
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:26:00Z,11,4.864273093286057,2,0.442206644844187
Shortstay,2020-02-23T11:00:00Z,2020-02-23T12:04:00Z,3.7,3.980411038875585,2,1.0757867672636716
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:25:00Z,11,4.686011586428326,2,0.426001053311666
Shortstay,2020-02-23T09:00:00Z,2020-02-23T10:08:00Z,3.7,4.2409891882392445,2,1.1462132941187146
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:48:00Z,3.7,2.9868730240327093,2,0.8072629794682997
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:32:00Z,7.3,3.9730363354012272,3,0.5442515527946887
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:17:00Z,3.7,1.081366929839982,2,0.2922613323891843
Shortstay,2020-02-23T08:00:00Z,2020-02-23T09:23:00Z,3.7,5.166395635228637,2,1.3963231446563884
Shortstay,2020-02-23T09:00:00Z,2020-02-23T10:05:00Z,7.3,8.010338980170701,2,1.0973067096124247
Shortstay,2020-02-23T10:00:00Z,2020-02-23T11:20:00Z,3.7,4.988214544365821,2,1.3481660930718435
Shortstay,2020-02-23T11:00:00Z,2020-02-23T11:42:00Z,7.3,5.199606313407643,2,0.7122748374531018
Shortstay,2020-02-23T07:00:00Z,2020-02-23T08:42:00Z,7.3,12.48337370063103,2,1.7100511918672645
Shortstay,2020-02-23T10:00:00Z,2020-02-23T10:55:00Z,11,10.190315554952395,2,0.9263923231774904
Shortstay,2020-02-23T12:00:00Z,2020-02-23T13:48:00Z,7.3,13.207795148121855,2,1.809287006592035
Shortstay,2020-02-23T09:00:00Z,2020-02-23T12:22:00Z,3.7,12.471739492841692,2,3.3707404034707276
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:30:00Z,22,11.174179158441177,2,0.5079172344745989
Shortstay,2020-02-23T11:00:00Z,2020-02-23T14:08:00Z,3.7,11.60175206735209,3,3.135608666851916
Shortstay,2020-02-23T10:00:00Z,2020-02-23T12:09:00Z,3.7,8.016288962417708,3,2.1665645844372183
Shortstay,2020-02-23T09:00:00Z,2020-02-23T09:35:00Z,11,6.575576374363861,2,0.5977796703967146
Shortstay,2020-02-23T09:00:00Z,2020-02-23T11:35:00Z,11,28.50898110344626,2,2.591725554858751
Shortstay,2020-02-23T09:00:00Z,2020-02-23T15:50:00Z,3.7,25.304771611663973,2,6.839127462611884
Worktime,2020-02-10T09:00:00Z,2020-02-10T09:36:00Z,3.7,2.2262477510901157,3,0.6016885813757069
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:32:00Z,3.7,1.9756846166158977,3,0.5339688153015939
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:22:00Z,3.7,1.4066004847562277,2,0.38016229317735883
Worktime,2020-02-10T08:00:00Z,2020-02-10T09:32:00Z,3.7,5.690301684199368,9,1.5379193741079373
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:22:00Z,3.7,5.0816409845315285,7,1.3734164823058184
Worktime,2020-02-10T10:00:00Z,2020-02-10T10:41:00Z,11,7.5979503578245335,5,0.6907227598022303
Worktime,2020-02-10T11:00:00Z,2020-02-10T11:36:00Z,11,6.699111895538767,4,0.6090101723217061
Worktime,2020-02-10T11:00:00Z,2020-02-10T12:14:00Z,3.7,4.606382553179458,8,1.2449682576160697
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:50:00Z,11,9.19526780452358,3,0.8359334367748709
Worktime,2020-02-10T10:00:00Z,2020-02-10T12:39:00Z,3.7,9.827959934107536,5,2.656205387596631
Worktime,2020-02-10T12:00:00Z,2020-02-10T13:39:00Z,3.7,6.139479854380797,6,1.6593188795623774
Worktime,2020-02-10T14:00:00Z,2020-02-10T17:16:00Z,3.7,12.102629027799699,3,3.270980818324243
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:39:00Z,3.7,6.130339944667599,4,1.6568486336939454
Worktime,2020-02-10T11:00:00Z,2020-02-10T12:04:00Z,3.7,3.9665998000164326,4,1.0720540000044412
Worktime,2020-02-10T12:00:00Z,2020-02-10T13:13:00Z,7.3,8.881830233954739,4,1.2166890731444848
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:10:00Z,3.7,4.3677826931316215,4,1.1804818089544922
Worktime,2020-02-10T09:00:00Z,2020-02-10T09:45:00Z,7.3,5.509136325960944,5,0.7546762090357458
Worktime,2020-02-10T11:00:00Z,2020-02-10T13:16:00Z,3.7,8.38702066976138,2,2.266762343178751
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:10:00Z,11,1.8447406648472793,3,0.1677036968042981
Worktime,2020-02-10T12:00:00Z,2020-02-10T13:02:00Z,11,11.47529803346941,6,1.0432089121335828
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:19:00Z,7.3,9.65250415758431,9,1.3222608435047
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:45:00Z,11,8.250344537247585,3,0.7500313215679623
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:13:00Z,3.7,8.240998089019207,8,2.227296780816002
Worktime,2020-02-10T09:00:00Z,2020-02-10T10:02:00Z,7.3,7.660596978456226,5,1.0493968463638665
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:59:00Z,3.7,3.6619703320173764,7,0.9897217113560476
Worktime,2020-02-10T06:00:00Z,2020-02-10T08:21:00Z,3.7,8.735671599363993,7,2.3609923241524307
Worktime,2020-02-10T11:00:00Z,2020-02-10T11:31:00Z,11,5.689781395185587,6,0.5172528541077807
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:52:00Z,3.7,3.2526213310998933,5,0.8790868462432143
Worktime,2020-02-10T13:00:00Z,2020-02-10T14:12:00Z,3.7,4.498292215778825,4,1.215754652913196
Worktime,2020-02-10T08:00:00Z,2020-02-10T08:32:00Z,11,6.027410036628944,3,0.5479463669662676
Worktime,2020-02-10T11:00:00Z,2020-02-10T13:06:00Z,3.7,7.81738405088491,6,2.1128065002391647
Worktime,2020-02-10T14:00:00Z,2020-02-10T15:42:00Z,3.7,6.319982712599249,4,1.7081034358376348
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:46:00Z,3.7,6.537837026753747,8,1.7669829802037154
Worktime,2020-02-10T13:00:00Z,2020-02-10T13:37:00Z,11,6.839930579265558,3,0.6218118708423235
Worktime,2020-02-10T12:00:00Z,2020-02-10T12:37:00Z,11,6.899505637288746,4,0.6272277852080678
Worktime,2020-02-10T13:00:00Z,2020-02-10T15:35:00Z,3.7,9.595203289564939,5,2.5932981863689024
Worktime,2020-02-10T11:00:00Z,2020-02-10T12:18:00Z,7.3,9.559992879171268,6,1.3095880656399
Worktime,2020-02-10T11:00:00Z,2020-02-10T11:45:00Z,11,8.354826312053042,4,0.7595296647320947
Worktime,2020-02-10T10:00:00Z,2020-02-10T12:22:00Z,3.7,8.809281630163577,8,2.380886927071237
Worktime,2020-02-10T12:00:00Z,2020-02-10T19:40:00Z,3.7,28.392512745358133,4,7.673652093340036
Worktime,2020-02-10T09:00:00Z,2020-02-10T15:17:00Z,3.7,23.2910202641715,6,6.2948703416679725
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:06:00Z,7.3,15.451174889743017,5,2.116599299964797
Worktime,2020-02-10T10:00:00Z,2020-02-10T15:43:00Z,3.7,21.19495555546906,4,5.728366366342989
Worktime,2020-02-10T14:00:00Z,2020-02-10T15:09:00Z,7.3,8.418908977671625,6,1.1532752024207706
Worktime,2020-02-10T11:00:00Z,2020-02-10T15:19:00Z,3.7,15.972292021487233,4,4.3168356814830355
Worktime,2020-02-10T11:00:00Z,2020-02-10T13:43:00Z,11,30.06049953579076,5,2.7327726850718874
Worktime,2020-02-10T12:00:00Z,2020-02-10T14:11:00Z,11,24.087414116982956,4,2.1897649197257234
Worktime,2020-02-10T14:00:00Z,2020-02-10T19:39:00Z,3.7,20.92281683562009,5,5.654815360978402
Worktime,2020-02-10T13:00:00Z,2020-02-10T14:02:00Z,11,11.517687132713917,4,1.047062466610356
Worktime,2020-02-10T10:00:00Z,2020-02-10T18:39:00Z,3.7,32.042357335051626,4,8.66009657704098
Worktime,2020-02-10T09:00:00Z,2020-02-10T10:56:00Z,7.3,14.14175675250343,6,1.9372269523977301
Worktime,2020-02-10T10:00:00Z,2020-02-10T11:04:00Z,11,11.817391073588022,6,1.0743082794170928
Worktime,2020-02-10T13:00:00Z,2020-02-10T14:59:00Z,11,21.936389972327035,6,1.9942172702115486
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:22:00Z,11,26.0767179211373,4,2.370610720103391
Worktime,2020-02-10T14:00:00Z,2020-02-10T21:08:00Z,3.7,26.44398531214388,7,7.147023057336184
Worktime,2020-02-10T10:00:00Z,2020-02-10T10:07:00Z,7.3,0.9237432651394641,3,0.12654017330677592
Worktime,2020-02-10T09:00:00Z,2020-02-10T11:45:00Z,11,30.268107335441194,7,2.751646121403745
Worktime,2020-02-10T09:00:00Z,2020-02-10T12:50:00Z,11,42.16934239945025,10,3.8335765817682046
Worktime,2020-02-10T10:00:00Z,2020-02-10T14:33:00Z,7.3,33.32864336289242,6,4.565567583957866
Worktime,2020-02-10T11:00:00Z,2020-02-10T16:08:00Z,11,56.55283176923908,4,5.141166524476279
Worktime,2020-02-10T12:00:00Z,2020-02-10T15:00:00Z,7.3,21.959773291130123,5,3.0081881220726197
Worktime,2020-02-11T11:00:00Z,2020-02-11T11:27:00Z,3.7,1.7209983177237174,4,0.46513468046586953
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:03:00Z,11,0.6733260613172869,4,0.061211460119753355
Worktime,2020-02-11T09:00:00Z,2020-02-11T09:11:00Z,7.3,1.4064289374499335,5,0.1926614982808128
Worktime,2020-02-11T11:00:00Z,2020-02-11T11:48:00Z,7.3,5.895967817245003,4,0.8076668242801374
Worktime,2020-02-11T14:00:00Z,2020-02-11T14:51:00Z,7.3,6.2911587213745905,2,0.8618025645718618
Worktime,2020-02-11T12:00:00Z,2020-02-11T13:18:00Z,7.3,9.538171498249815,7,1.306598835376687
Worktime,2020-02-11T12:00:00Z,2020-02-11T14:39:00Z,3.7,9.855370823181744,3,2.6636137359950656
Worktime,2020-02-11T08:00:00Z,2020-02-11T09:06:00Z,7.3,8.064313212395238,6,1.1047004400541423
Worktime,2020-02-11T10:00:00Z,2020-02-11T11:56:00Z,3.7,7.170114017107927,4,1.9378686532724128
Worktime,2020-02-11T09:00:00Z,2020-02-11T10:20:00Z,3.7,4.9510964827590795,6,1.338134184529481
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:22:00Z,11,4.070029817586251,3,0.3700027106896592
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:39:00Z,11,7.17069697652616,4,0.65188154332056
Worktime,2020-02-11T12:00:00Z,2020-02-11T12:26:00Z,3.7,1.6385450303046705,4,0.44285000819045145
Worktime,2020-02-11T14:00:00Z,2020-02-11T15:33:00Z,3.7,5.758277947452724,4,1.5562913371493847
Worktime,2020-02-11T12:00:00Z,2020-02-11T13:11:00Z,3.7,4.431851828925824,6,1.197797791601574
